Run Objective I0 n Rs Rsh Offset
0 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
1 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
2 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
3 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
4 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
5 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
6 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
7 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
8 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
9 8.401e-02 9.194e-07 1.250e+00 2.486e+01 5.052e+04 8.241e-04
