Run Objective I0 n Rs Rsh Offset
0 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
1 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
2 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
3 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
4 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
5 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
6 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
7 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
8 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
9 7.011e-02 4.496e-06 1.460e+00 4.366e+01 4.920e+04 2.486e-03
