Run Objective I0 n Rs Rsh Offset
0 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
1 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
2 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
3 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
4 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
5 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
6 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
7 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
8 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
9 7.814e-02 1.756e-06 1.322e+00 3.276e+01 4.974e+04 1.781e-03
