Run Objective I0 n Rs Rsh Offset
0 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
1 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
2 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
3 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
4 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
5 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
6 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
7 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
8 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
9 7.856e-02 1.826e-06 1.326e+00 3.290e+01 4.977e+04 1.801e-03
