Run Objective I0 n Rs Rsh Offset
0 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
1 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
2 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
3 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
4 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
5 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
6 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
7 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
8 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
9 7.910e-02 1.541e-06 1.314e+00 3.517e+01 5.002e+04 1.172e-03
