Run Objective I0 n Rs Rsh Offset
0 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
1 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
2 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
3 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
4 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
5 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
6 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
7 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
8 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
9 7.390e-02 4.068e-06 1.497e+00 5.406e+01 4.949e+04 1.990e-03
