Run Objective I0 n Rs Rsh Offset
0 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
1 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
2 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
3 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
4 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
5 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
6 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
7 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
8 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
9 8.495e-02 9.300e-07 1.242e+00 2.272e+01 5.037e+04 1.143e-03
