Run Objective I0 n Rs Rsh Offset
0 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
1 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
2 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
3 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
4 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
5 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
6 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
7 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
8 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
9 8.507e-02 9.569e-07 1.242e+00 2.271e+01 5.031e+04 1.050e-03
