Run Objective I0 n Rs Rsh Offset
0 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
1 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
2 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
3 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
4 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
5 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
6 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
7 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
8 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
9 7.875e-02 1.760e-06 1.320e+00 3.327e+01 4.979e+04 1.650e-03
