Run Objective I0 n Rs Rsh Offset
0 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
1 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
2 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
3 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
4 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
5 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
6 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
7 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
8 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
9 6.847e-02 4.647e-06 1.449e+00 4.489e+01 4.892e+04 2.435e-03
