Run Objective I0 n Rs Rsh Offset
0 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
1 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
2 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
3 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
4 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
5 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
6 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
7 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
8 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
9 7.396e-02 3.838e-06 1.493e+00 5.428e+01 4.955e+04 1.769e-03
