Run Objective I0 n Rs Rsh Offset
0 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
1 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
2 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
3 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
4 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
5 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
6 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
7 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
8 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
9 7.281e-02 4.302e-06 1.502e+00 5.398e+01 4.946e+04 1.964e-03
