Run Objective I0 n Rs Rsh Offset
0 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
1 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
2 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
3 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
4 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
5 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
6 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
7 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
8 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
9 7.951e-02 1.563e-06 1.309e+00 3.368e+01 4.993e+04 1.390e-03
