Run Objective I0 n Rs Rsh Offset
0 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
1 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
2 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
3 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
4 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
5 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
6 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
7 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
8 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
9 6.938e-02 4.297e-06 1.442e+00 4.502e+01 4.893e+04 2.295e-03
