Run Objective I0 n Rs Rsh Offset
0 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
1 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
2 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
3 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
4 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
5 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
6 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
7 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
8 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
9 8.532e-02 9.187e-07 1.242e+00 2.274e+01 5.036e+04 8.806e-04
