Run Objective I0 n Rs Rsh Offset
0 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
1 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
2 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
3 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
4 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
5 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
6 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
7 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
8 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
9 6.752e-02 4.834e-06 1.450e+00 4.486e+01 4.886e+04 2.503e-03
