Run Objective I0 n Rs Rsh Offset
0 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
1 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
2 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
3 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
4 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
5 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
6 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
7 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
8 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
9 8.277e-02 9.302e-07 1.263e+00 2.849e+01 5.065e+04 8.808e-04
