Run Objective I0 n Rs Rsh Offset
0 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
1 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
2 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
3 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
4 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
5 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
6 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
7 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
8 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
9 6.602e-02 5.556e-06 1.468e+00 4.465e+01 4.880e+04 2.622e-03
