Run Objective I0 n Rs Rsh Offset
0 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
1 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
2 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
3 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
4 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
5 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
6 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
7 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
8 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
9 7.911e-02 1.584e-06 1.310e+00 3.363e+01 4.990e+04 1.364e-03
