Run Objective I0 n Rs Rsh Offset
0 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
1 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
2 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
3 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
4 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
5 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
6 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
7 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
8 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
9 6.636e-02 5.376e-06 1.460e+00 4.473e+01 4.883e+04 2.638e-03
