Run Objective I0 n Rs Rsh Offset
0 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
1 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
2 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
3 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
4 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
5 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
6 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
7 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
8 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
9 7.288e-02 4.168e-06 1.498e+00 5.398e+01 4.939e+04 1.904e-03
