Run Objective I0 n Rs Rsh Offset
0 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
1 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
2 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
3 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
4 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
5 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
6 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
7 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
8 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
9 7.400e-02 3.977e-06 1.495e+00 5.416e+01 4.951e+04 1.846e-03
