Run Objective I0 n Rs Rsh Offset
0 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
1 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
2 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
3 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
4 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
5 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
6 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
7 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
8 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
9 8.529e-02 9.043e-07 1.242e+00 2.288e+01 5.043e+04 9.496e-04
