Run Objective I0 n Rs Rsh Offset
0 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
1 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
2 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
3 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
4 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
5 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
6 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
7 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
8 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
9 7.990e-02 1.504e-06 1.291e+00 2.911e+01 4.984e+04 1.649e-03
