Run Objective I0 n Rs Rsh Offset
0 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
1 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
2 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
3 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
4 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
5 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
6 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
7 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
8 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
9 8.051e-02 1.571e-06 1.295e+00 2.928e+01 4.979e+04 1.710e-03
