Run Objective I0 n Rs Rsh Offset
0 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
1 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
2 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
3 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
4 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
5 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
6 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
7 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
8 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
9 6.883e-02 4.759e-06 1.460e+00 4.394e+01 4.906e+04 2.486e-03
