Run Objective I0 n Rs Rsh Offset
0 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
1 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
2 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
3 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
4 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
5 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
6 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
7 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
8 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
9 6.999e-02 4.307e-06 1.455e+00 4.349e+01 4.924e+04 2.442e-03
