Run Objective I0 n Rs Rsh Offset
0 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
1 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
2 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
3 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
4 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
5 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
6 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
7 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
8 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
9 7.877e-02 1.849e-06 1.326e+00 3.317e+01 4.974e+04 1.791e-03
