Run Objective I0 n Rs Rsh Offset
0 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
1 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
2 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
3 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
4 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
5 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
6 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
7 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
8 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
9 7.400e-02 4.445e-06 1.508e+00 5.362e+01 4.941e+04 1.971e-03
