Run Objective I0 n Rs Rsh Offset
0 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
1 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
2 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
3 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
4 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
5 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
6 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
7 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
8 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
9 6.759e-02 5.098e-06 1.461e+00 4.428e+01 4.888e+04 2.645e-03
