Run Objective I0 n Rs Rsh Offset
0 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
1 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
2 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
3 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
4 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
5 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
6 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
7 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
8 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
9 8.501e-02 9.191e-07 1.243e+00 2.275e+01 5.048e+04 1.086e-03
