Run Objective I0 n Rs Rsh Offset
0 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
1 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
2 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
3 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
4 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
5 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
6 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
7 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
8 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
9 6.987e-02 4.164e-06 1.440e+00 4.517e+01 4.908e+04 2.279e-03
