Run Objective I0 n Rs Rsh Offset
0 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
1 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
2 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
3 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
4 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
5 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
6 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
7 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
8 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
9 7.853e-02 1.662e-06 1.314e+00 3.342e+01 4.987e+04 1.520e-03
