Run Objective I0 n Rs Rsh Offset
0 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
1 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
2 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
3 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
4 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
5 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
6 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
7 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
8 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
9 7.916e-02 1.561e-06 1.316e+00 3.512e+01 4.997e+04 1.444e-03
