Run Objective I0 n Rs Rsh Offset
0 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
1 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
2 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
3 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
4 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
5 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
6 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
7 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
8 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
9 7.316e-02 3.874e-06 1.490e+00 5.427e+01 4.949e+04 1.821e-03
