Run Objective I0 n Rs Rsh Offset
0 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
1 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
2 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
3 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
4 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
5 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
6 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
7 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
8 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
9 8.504e-02 9.539e-07 1.243e+00 2.270e+01 5.032e+04 1.065e-03
