Run Objective I0 n Rs Rsh Offset
0 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
1 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
2 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
3 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
4 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
5 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
6 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
7 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
8 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
9 7.886e-02 1.798e-06 1.322e+00 3.322e+01 4.981e+04 1.715e-03
