Run Objective I0 n Rs Rsh Offset
0 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
1 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
2 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
3 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
4 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
5 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
6 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
7 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
8 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
9 8.278e-02 9.135e-07 1.256e+00 2.711e+01 5.057e+04 9.258e-04
