Run Objective I0 n Rs Rsh Offset
0 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
1 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
2 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
3 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
4 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
5 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
6 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
7 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
8 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
9 7.871e-02 1.715e-06 1.317e+00 3.331e+01 4.977e+04 1.635e-03
