Run Score X Y
0 -4.441e-16 -3.838e-16 5.468e-17
1 -4.441e-16 -1.591e-16 4.397e-17
2 -4.441e-16 3.303e-16 1.541e-16
3 -4.441e-16 -2.650e-16 -2.259e-16
4 -4.441e-16 -2.780e-17 2.807e-16
5 -4.441e-16 -1.988e-16 -2.656e-16
6 -4.441e-16 -2.773e-16 -1.448e-16
7 -4.441e-16 7.062e-17 -3.830e-16
8 -4.441e-16 1.420e-16 -2.315e-16
9 -4.441e-16 -1.671e-17 -1.400e-17
