Run Score X Y
0 -4.441e-16 3.088e-17 2.209e-16
1 -4.441e-16 2.339e-16 1.850e-16
2 -4.441e-16 1.405e-16 -1.707e-16
3 -4.441e-16 5.751e-17 2.026e-16
4 -4.441e-16 2.496e-16 8.081e-17
5 -4.441e-16 1.605e-16 -1.990e-16
6 -4.441e-16 1.678e-17 1.467e-16
7 -4.441e-16 -6.833e-17 -2.412e-16
8 -4.441e-16 -2.945e-16 -1.753e-16
9 -4.441e-16 -9.454e-17 -3.070e-16
