Run Score X Y
0 -4.441e-16 -2.427e-16 -1.504e-16
1 -4.441e-16 -3.642e-16 -9.213e-17
2 -4.441e-16 -2.445e-16 1.451e-16
3 -4.441e-16 -1.906e-16 1.552e-16
4 -4.441e-16 1.629e-16 2.564e-16
5 -4.441e-16 1.263e-16 3.503e-16
6 -4.441e-16 1.372e-16 1.267e-16
7 -4.441e-16 1.663e-17 -3.373e-17
8 -4.441e-16 -1.591e-16 4.397e-17
9 -4.441e-16 -1.906e-16 1.552e-16
