Run Score X Y
0 -4.441e-16 -3.838e-16 5.468e-17
1 -4.441e-16 5.651e-17 3.202e-16
2 -4.441e-16 -2.051e-16 1.615e-16
3 -4.441e-16 1.635e-16 1.183e-16
4 -4.441e-16 -1.718e-17 -2.547e-16
5 -4.441e-16 -1.071e-16 -3.656e-16
6 -4.441e-16 1.354e-16 -3.142e-16
7 -4.441e-16 -3.326e-17 8.908e-17
8 -4.441e-16 -2.767e-17 2.801e-16
9 -4.441e-16 -1.725e-16 2.184e-16
