Run Score X Y
0 -4.441e-16 1.221e-16 -8.427e-18
1 -4.441e-16 2.842e-16 6.117e-17
2 -4.441e-16 -2.718e-16 -6.276e-17
3 -4.441e-16 -5.052e-17 8.763e-17
4 -4.441e-16 8.796e-17 -2.045e-16
5 -4.441e-16 -2.820e-16 -1.752e-16
6 -4.441e-16 -1.688e-16 -4.237e-17
7 -4.441e-16 1.019e-16 3.721e-16
8 -4.441e-16 -3.642e-16 -9.213e-17
9 -4.441e-16 -1.910e-16 -3.305e-16
