Run Score X Y
0 -4.441e-16 1.405e-16 -1.707e-16
1 -4.441e-16 -2.079e-16 -2.914e-16
2 -4.441e-16 -3.619e-16 -8.087e-17
3 -4.441e-16 -1.058e-16 -1.408e-16
4 -4.441e-16 -2.357e-16 2.889e-16
5 -4.441e-16 -2.604e-16 -1.163e-16
6 -4.441e-16 3.419e-17 1.981e-16
7 -4.441e-16 7.062e-17 -3.830e-16
8 -4.441e-16 6.871e-17 9.562e-17
9 -4.441e-16 9.126e-18 2.825e-16
