Run Score X Y
0 -4.441e-16 2.548e-17 3.470e-16
1 -4.441e-16 3.211e-16 -2.183e-16
2 -4.441e-16 1.395e-16 1.680e-16
3 -4.441e-16 -1.183e-16 -2.495e-18
4 -4.441e-16 1.045e-16 1.187e-16
5 -4.441e-16 5.773e-17 1.416e-16
6 -4.441e-16 -5.381e-17 2.440e-17
7 -4.441e-16 -2.360e-16 2.846e-16
8 -4.441e-16 -1.815e-16 1.305e-16
9 -4.441e-16 1.998e-16 3.337e-16
