Run Score X Y
0 -4.441e-16 3.524e-16 -1.000e-16
1 -4.441e-16 2.563e-16 -2.315e-16
2 -4.441e-16 2.064e-17 -2.790e-16
3 -4.441e-16 -9.051e-17 -2.457e-16
4 -4.441e-16 -3.438e-16 1.001e-16
5 -4.441e-16 -2.250e-16 -1.021e-16
6 -4.441e-16 -9.254e-17 -3.163e-16
7 -4.441e-16 2.842e-16 6.117e-17
8 -4.441e-16 1.058e-16 1.339e-16
9 -4.441e-16 5.059e-17 1.392e-16
