Run Score X Y
0 -4.441e-16 -1.402e-16 3.436e-18
1 -4.441e-16 -3.561e-16 -4.134e-18
2 -4.441e-16 -2.079e-16 -1.461e-16
3 -4.441e-16 -2.079e-16 -2.914e-16
4 -4.441e-16 1.186e-17 3.628e-16
5 -4.441e-16 3.343e-17 -1.294e-16
6 -4.441e-16 1.219e-17 2.205e-16
7 -4.441e-16 -4.203e-17 2.637e-16
8 -4.441e-16 8.249e-17 -3.576e-16
9 -4.441e-16 1.901e-16 1.272e-16
