Run Score X Y
0 -4.441e-16 -1.169e-16 -2.614e-16
1 -4.441e-16 -2.334e-16 -1.185e-16
2 -4.441e-16 -4.385e-17 -2.706e-16
3 -4.441e-16 -3.896e-17 -1.777e-16
4 -4.441e-16 -2.759e-16 -1.330e-16
5 -4.441e-16 7.340e-17 -1.215e-16
6 -4.441e-16 3.738e-16 8.318e-17
7 -4.441e-16 -1.591e-16 4.397e-17
8 -4.441e-16 3.092e-16 2.180e-16
9 -4.441e-16 4.948e-18 3.115e-16
