Run Score X Y
0 -4.441e-16 -4.025e-17 1.848e-16
1 -4.441e-16 -3.945e-19 1.785e-16
2 -4.441e-16 7.340e-17 -1.215e-16
3 -4.441e-16 9.126e-18 2.825e-16
4 -4.441e-16 -1.539e-16 2.180e-16
5 -4.441e-16 -1.669e-16 -4.225e-17
6 -4.441e-16 3.555e-16 2.129e-17
7 -4.441e-16 -2.018e-16 -1.528e-16
8 -4.441e-16 3.315e-16 -7.366e-17
9 -4.441e-16 -1.671e-17 -1.400e-17
