Run Score X Y
0 -4.441e-16 8.796e-17 -2.045e-16
1 -4.441e-16 -1.910e-16 -3.305e-16
2 -4.441e-16 6.484e-17 3.271e-16
3 -4.441e-16 -2.759e-16 -1.330e-16
4 -4.441e-16 1.559e-17 -2.946e-17
5 -4.441e-16 -5.229e-18 1.333e-16
6 -4.441e-16 1.990e-16 2.251e-16
7 -4.441e-16 8.399e-17 -6.170e-17
8 -4.441e-16 2.367e-16 2.658e-16
9 -4.441e-16 -2.445e-16 1.451e-16
