Run Score X Y
0 -4.441e-16 -3.841e-16 -5.722e-17
1 -4.441e-16 -2.827e-16 1.314e-16
2 -4.441e-16 7.943e-17 8.832e-17
3 -4.441e-16 1.613e-16 1.947e-16
4 -4.441e-16 -2.201e-17 2.816e-16
5 -4.441e-16 7.540e-17 -5.745e-17
6 -4.441e-16 1.901e-16 1.272e-16
7 -4.441e-16 -1.329e-16 -6.952e-17
8 -4.441e-16 -1.879e-16 -3.125e-16
9 -4.441e-16 2.349e-16 -1.740e-16
