Run Score X Y
0 -4.441e-16 -2.759e-16 -1.330e-16
1 -4.441e-16 -2.051e-16 1.615e-16
2 -4.441e-16 -1.625e-16 -1.567e-16
3 -4.441e-16 3.447e-16 -8.285e-17
4 -4.441e-16 8.796e-17 -2.045e-16
5 -4.441e-16 2.339e-16 1.850e-16
6 -4.441e-16 -1.486e-16 -3.402e-16
7 -4.441e-16 1.356e-16 -2.002e-16
8 -4.441e-16 -1.251e-16 -1.898e-17
9 -4.441e-16 1.265e-16 3.616e-16
