Run Score X Y
0 -4.441e-16 -9.184e-17 -1.966e-16
1 -4.441e-16 -7.179e-17 -2.113e-16
2 -4.441e-16 -6.255e-17 1.886e-16
3 -4.441e-16 -1.171e-16 2.757e-17
4 -4.441e-16 -1.169e-16 -2.614e-16
5 -4.441e-16 -3.062e-16 -1.718e-16
6 -4.441e-16 -4.847e-17 -3.449e-16
7 -4.441e-16 -2.930e-16 -1.705e-16
8 -4.441e-16 1.874e-16 7.690e-17
9 -4.441e-16 -2.759e-16 -1.330e-16
