Run Score X Y
0 -4.441e-16 -7.223e-17 -3.813e-16
1 -4.441e-16 8.210e-17 -2.603e-16
2 -4.441e-16 1.849e-16 -1.426e-16
3 -4.441e-16 7.149e-17 -1.373e-16
4 -4.441e-16 -8.837e-17 1.194e-16
5 -4.441e-16 -2.419e-16 -2.247e-16
6 -4.441e-16 1.694e-16 3.026e-17
7 -4.441e-16 -4.571e-17 4.872e-17
8 -4.441e-16 -3.742e-17 -3.351e-16
9 -4.441e-16 2.516e-16 2.387e-16
