Run Score X Y
0 -4.441e-16 -1.366e-16 -2.632e-16
1 -4.441e-16 -1.261e-16 -1.747e-16
2 -4.441e-16 3.836e-16 1.907e-17
3 -4.441e-16 -1.770e-16 3.440e-16
4 -4.441e-16 -3.042e-16 -9.197e-17
5 -4.441e-16 -3.945e-19 1.785e-16
6 -4.441e-16 -1.762e-16 1.730e-16
7 -4.441e-16 3.719e-17 1.996e-16
8 -4.441e-16 1.969e-16 -3.423e-17
9 -4.441e-16 -2.852e-17 1.410e-16
